,sub_scale,cronbach_alpha
0,BFIS1,0.7819034857615841
1,BFIS2,0.7076664426086812
2,BFIS3,0.7713459107555111
3,BFIS4,0.7802423071527032
4,BFIS5,0.4948429175124582
5,NARSS1,0.8036193185499826
6,NARSS2,0.7494664093736523
7,NARSS3,0.7866284136328369
8,GodspeedS1,0.8803047235599021
9,GodspeedS2,0.8876721505652995
10,GodspeedS3,0.9190029448864233
11,GodspeedS4,0.8885608909418768
12,GodspeedS5,0.7471471892044682
