,deployment,category_by,statistics,p_value
0,irr2,i1r,0.23019569341907614,-1.2065454355175889
0,irr2,i2,4.9937731411827e-06,4.818677534260902
0,irr2_i1r,irr2_i2,4.4828986936406316e-05,-4.1672107845367075
0,irr1,i1r,9.196440294732413e-21,-11.467745206460217
0,irr1,i2,4.993773141182541e-06,-4.818677534260909
0,irr1_i1r,irr1_i2,0.0004225786799916257,-3.5806240158944482
0,irr2_i1r,irr1_i1r,4.975465850632605e-09,6.0845986350816315
